Prestazione,Atleta,Cat.,Anno,Società,Disciplina,Gara
8.51,GOHO DISEYSSON Junior T,SM,2001.0,CO208 ATL. LECCO-COLOMBO COSTRUZ.,60Hs H106,https://www.fidal.it/risultati/2024/REG33688/Gara120.htm
8.76,GATTINONI Matteo,PM,2002.0,BS575 ATL. VIRTUS CASTENEDOLO,60Hs H106,https://www.fidal.it/risultati/2024/REG33688/Gara120.htm
8.85,BIANCHI Simone,PM,2004.0,BG003 ATL. BERGAMO 1959 ORIOCENTER,60Hs H106,https://www.fidal.it/risultati/2024/REG33688/Gara120.htm
8.86,GAVAZZENI Matteo,PM,2003.0,BG003 ATL. BERGAMO 1959 ORIOCENTER,60Hs H106,https://www.fidal.it/risultati/2024/REG33688/Gara120.htm
8.79,BINI Lorenzo,PM,2002.0,FI018 TOSCANA ATLETICA JOLLY,60Hs H106,https://www.fidal.it/risultati/2024/REG34208/Gara122.htm
8.96,TESI Lorenzo,PM,2004.0,PO149 ASD ATLETICA PRATO,60Hs H106,https://www.fidal.it/risultati/2024/REG34208/Gara122.htm
9.12,FERRINI Giulio,PM,2004.0,SI043 UISP ATLETICA SIENA,60Hs H106,https://www.fidal.it/risultati/2024/REG34208/Gara122.htm
9.15,MANSANI Lorenzo,SM,1995.0,LI038 CENTRO ATLETICA PIOMBINO,60Hs H106,https://www.fidal.it/risultati/2024/REG34208/Gara122.htm
8.85,QUINTI Federico,SM,1999.0,LI038 CENTRO ATLETICA PIOMBINO,60Hs H106,https://www.fidal.it/risultati/2024/REG34208/Gara122.htm
8.94,VANCHETTI Andrea,PM,2003.0,LI035 ATL.LIBERTAS UNICUSANO LIVORNO,60Hs H106,https://www.fidal.it/risultati/2024/REG34208/Gara122.htm
9.24,FALUGIANI Niccolo',PM,2004.0,FI009 PROSPORT ATL. FIRENZE,60Hs H106,https://www.fidal.it/risultati/2024/REG34208/Gara122.htm
9.87,BUCCI Paolo,PM,2002.0,SI361 ATLETICA 2005,60Hs H106,https://www.fidal.it/risultati/2024/REG34208/Gara122.htm
8.66,BINI Lorenzo,PM,2002.0,FI018 TOSCANA ATLETICA JOLLY,60Hs H106,https://www.fidal.it/risultati/2024/REG34208/Gara122.htm
8.7,QUINTI Federico,SM,1999.0,LI038 CENTRO ATLETICA PIOMBINO,60Hs H106,https://www.fidal.it/risultati/2024/REG34208/Gara122.htm
8.92,TESI Lorenzo,PM,2004.0,PO149 ASD ATLETICA PRATO,60Hs H106,https://www.fidal.it/risultati/2024/REG34208/Gara122.htm
8.96,FERRINI Giulio,PM,2004.0,SI043 UISP ATLETICA SIENA,60Hs H106,https://www.fidal.it/risultati/2024/REG34208/Gara122.htm
8.99,VANCHETTI Andrea,PM,2003.0,LI035 ATL.LIBERTAS UNICUSANO LIVORNO,60Hs H106,https://www.fidal.it/risultati/2024/REG34208/Gara122.htm
9.14,MANSANI Lorenzo,SM,1995.0,LI038 CENTRO ATLETICA PIOMBINO,60Hs H106,https://www.fidal.it/risultati/2024/REG34208/Gara122.htm
8.77,ORSATTI Matteo,SM,1997.0,PR068 C.U.S. PARMA,60Hs H106,https://www.fidal.it/risultati/2024/REG33597/Gara020.htm
8.77,GATTINONI Matteo,PM,2002.0,BS575 ATL. VIRTUS CASTENEDOLO,60Hs H106,https://www.fidal.it/risultati/2024/REG33597/Gara020.htm
8.73,GATTINONI Matteo,PM,2002.0,BS575 ATL. VIRTUS CASTENEDOLO,60Hs H106,https://www.fidal.it/risultati/2024/REG33597/Gara020.htm
8.75,ORSATTI Matteo,SM,1997.0,PR068 C.U.S. PARMA,60Hs H106,https://www.fidal.it/risultati/2024/REG33597/Gara020.htm
8.80,BAZZA Leonardo,PM,2003,VA119 ATL. O.S.A. SARONNO LIB.,60Hs H106,https://www.fidal.it/risultati/2024/REG33697/Risultati/Gara055.html
8.92,DOZIO Matteo,SM,1998,CO208 ATL. LECCO-COLOMBO COSTRUZ.,60Hs H106,https://www.fidal.it/risultati/2024/REG33697/Risultati/Gara055.html
9.82,MAGGIONI Giacomo,SM,2001,CO208 ATL. LECCO-COLOMBO COSTRUZ.,60Hs H106,https://www.fidal.it/risultati/2024/REG33697/Risultati/Gara055.html
12.62,BAITELLI Raffaello,SM55,1967,BG511 ATL. VALLE IMAGNA,60Hs H106,https://www.fidal.it/risultati/2024/REG33697/Risultati/Gara055.html
9.17,ROCCO Mattia,SM,2001,CN005 ATL. MONDOVI'-ACQUA S.BERNARDO,60Hs H106,https://www.fidal.it/risultati/2024/REG33860/Risultati/Gara109.html
9.18,LOMBARDI Tommaso,PM,2004,TO226 SAFATLETICA PIEMONTE ASD,60Hs H106,https://www.fidal.it/risultati/2024/REG33860/Risultati/Gara109.html
9.29,ROCCO Mattia,SM,2001,CN005 ATL. MONDOVI'-ACQUA S.BERNARDO,60Hs H106,https://www.fidal.it/risultati/2024/REG33860/Risultati/Gara109.html
9.48,LOMBARDI Tommaso,PM,2004,TO226 SAFATLETICA PIEMONTE ASD,60Hs H106,https://www.fidal.it/risultati/2024/REG33860/Risultati/Gara109.html
8.33,COREN Simone,PM,2003,UD030 ATLETICA MALIGNANI LIBERTAS UD,60Hs H106,https://www.fidal.it/risultati/2024/REG33873/Risultati/Gara420.html
8.64,ZAVARESCO Giulio,PM,2004,UD030 ATLETICA MALIGNANI LIBERTAS UD,60Hs H106,https://www.fidal.it/risultati/2024/REG33873/Risultati/Gara420.html
8.78,CAMPIUTTI Jacopo,SM,1999,UD030 ATLETICA MALIGNANI LIBERTAS UD,60Hs H106,https://www.fidal.it/risultati/2024/REG33873/Risultati/Gara420.html
9.09,CLEMENTE Mattia,PM,2003,UD503 GEMONATLETICA S.R.L. DIL.,60Hs H106,https://www.fidal.it/risultati/2024/REG33873/Risultati/Gara420.html
9.20,RAI Luca,SM,2000,TS044 TRIESTE ATLETICA,60Hs H106,https://www.fidal.it/risultati/2024/REG33873/Risultati/Gara420.html
8.34,COREN Simone,PM,2003,UD030 ATLETICA MALIGNANI LIBERTAS UD,60Hs H106,https://www.fidal.it/risultati/2024/REG33873/Risultati/Gara420.html
8.58,ZAVARESCO Giulio,PM,2004,UD030 ATLETICA MALIGNANI LIBERTAS UD,60Hs H106,https://www.fidal.it/risultati/2024/REG33873/Risultati/Gara420.html
8.70,CAMPIUTTI Jacopo,SM,1999,UD030 ATLETICA MALIGNANI LIBERTAS UD,60Hs H106,https://www.fidal.it/risultati/2024/REG33873/Risultati/Gara420.html
9.25,RAI Luca,SM,2000,TS044 TRIESTE ATLETICA,60Hs H106,https://www.fidal.it/risultati/2024/REG33873/Risultati/Gara420.html
8.23,BRESOLIN Manuel,PM,2004,TV354 TREVISATLETICA,60Hs H106,https://www.fidal.it/risultati/2024/REG33841/Risultati/Gara222.html
8.40,CECCHET Nicolas,PM,2003,BL009 ATHLETIC CLUB FIREX BELLUNO,60Hs H106,https://www.fidal.it/risultati/2024/REG33841/Risultati/Gara222.html
8.49,DE PAOLI Federico,PM,2002,BL012 ANA ATL.FELTRE,60Hs H106,https://www.fidal.it/risultati/2024/REG33841/Risultati/Gara222.html
8.52,DAL POZZO Mattia,PM,2003,VE471 ASD ATLETICA BIOTEKNA,60Hs H106,https://www.fidal.it/risultati/2024/REG33841/Risultati/Gara222.html
8.53,MARCONI Francesco,SM,1995,TV354 TREVISATLETICA,60Hs H106,https://www.fidal.it/risultati/2024/REG33841/Risultati/Gara222.html
8.66,ZAMPESE Giacomo,SM,2000,VE471 ASD ATLETICA BIOTEKNA,60Hs H106,https://www.fidal.it/risultati/2024/REG33841/Risultati/Gara222.html
8.50,VICENTINI Pietro,SM,1999,VR761 ATL. INSIEME VERONA,60Hs H106,https://www.fidal.it/risultati/2024/REG33841/Risultati/Gara222.html
8.89,CORONA Lorenzo,SM,1999,BL001 ATL.LONGARONE SINTECO,60Hs H106,https://www.fidal.it/risultati/2024/REG33841/Risultati/Gara222.html
9.41,BANO Massimo,PM,2002,PD146 ATLETICA LIB. S.A.N.P.,60Hs H106,https://www.fidal.it/risultati/2024/REG33841/Risultati/Gara222.html
9.42,PERUCH Filippo,PM,2003,TV409 VITTORIO ATLETICA,60Hs H106,https://www.fidal.it/risultati/2024/REG33841/Risultati/Gara222.html
9.88,FINCO Andrea,PM,2003,VI626 ATL.VICENTINA,60Hs H106,https://www.fidal.it/risultati/2024/REG33841/Risultati/Gara222.html
8.25,BRESOLIN Manuel,PM,2004,TV354 TREVISATLETICA,60Hs H106,https://www.fidal.it/risultati/2024/REG33841/Risultati/Gara222.html
8.28,MARCONI Francesco,SM,1995,TV354 TREVISATLETICA,60Hs H106,https://www.fidal.it/risultati/2024/REG33841/Risultati/Gara222.html
8.28,CECCHET Nicolas,PM,2003,BL009 ATHLETIC CLUB FIREX BELLUNO,60Hs H106,https://www.fidal.it/risultati/2024/REG33841/Risultati/Gara222.html
8.37,DE PAOLI Federico,PM,2002,BL012 ANA ATL.FELTRE,60Hs H106,https://www.fidal.it/risultati/2024/REG33841/Risultati/Gara222.html
8.47,ZAMPESE Giacomo,SM,2000,VE471 ASD ATLETICA BIOTEKNA,60Hs H106,https://www.fidal.it/risultati/2024/REG33841/Risultati/Gara222.html
8.50,DAL POZZO Mattia,PM,2003,VE471 ASD ATLETICA BIOTEKNA,60Hs H106,https://www.fidal.it/risultati/2024/REG33841/Risultati/Gara222.html
9.10,CORONA Lorenzo,SM,1999,BL001 ATL.LONGARONE SINTECO,60Hs H106,https://www.fidal.it/risultati/2024/REG33841/Risultati/Gara222.html
8.92,BANO Massimo,PM,2002,PD146 ATLETICA LIB. S.A.N.P.,60Hs H106,https://www.fidal.it/risultati/2024/REG33841/Risultati/Gara222.html
9.73,FINCO Andrea,PM,2003,VI626 ATL.VICENTINA,60Hs H106,https://www.fidal.it/risultati/2024/REG33841/Risultati/Gara222.html
8.53,PATERNOSTRO Riccardo,PM,2003,RM046 ASD ACSI ATLETICA CAMPIDOGLIO,60Hs H106,https://www.fidal.it/risultati/2024/REG33803/Risultati/Gara422.html
8.63,DI MARCO Yuri(FC),SM,1996,SS220 A.S.D. ICHNOS SASSARI,60Hs H106,https://www.fidal.it/risultati/2024/REG33803/Risultati/Gara422.html
8.89,PATERNOSTRO Riccardo,PM,2003,RM046 ASD ACSI ATLETICA CAMPIDOGLIO,60Hs H106,https://www.fidal.it/risultati/2024/REG33803/Risultati/Gara422.html
8.54,DI MARCO Yuri(FC),SM,1996,SS220 A.S.D. ICHNOS SASSARI,60Hs H106,https://www.fidal.it/risultati/2024/REG33803/Risultati/Gara422.html
8.06,FERRANTE Francesco,SM,1996,FI002 ATLETICA FIRENZE MARATHON S.S.,60Hs H106,https://www.fidal.it/risultati/2024/REG33817/Risultati/Gara020.html
8.09,DI PANFILO Mattia,SM,1999,RM363 SSD NISSOLINO SPORT SRL ASU,60Hs H106,https://www.fidal.it/risultati/2024/REG33817/Risultati/Gara020.html
8.11,DEL TORRE Riccardo,SM,1997,PN039 ATL BRUGNERA PN FRIULINTAGLI,60Hs H106,https://www.fidal.it/risultati/2024/REG33817/Risultati/Gara020.html
8.32,BRINI Michele,SM,1998,BO014 ATL. IMOLA SACMI AVIS,60Hs H106,https://www.fidal.it/risultati/2024/REG33817/Risultati/Gara020.html
8.48,FALASCA Riccardo,SM,1997,TE138 ASD ATLETICA GRAN SASSO TERAMO,60Hs H106,https://www.fidal.it/risultati/2024/REG33817/Risultati/Gara020.html
8.50,CIOCCOLONI Claudio,SM,1996,RM555 A.S.D. ATLETICA FUTURA ROMA,60Hs H106,https://www.fidal.it/risultati/2024/REG33817/Risultati/Gara020.html
8.64,MAZZANTI Andrea,SM,1993,BO014 ATL. IMOLA SACMI AVIS,60Hs H106,https://www.fidal.it/risultati/2024/REG33817/Risultati/Gara020.html
8.52,ARCIDIACONO Daniele,PM,2004,FG202 U.S. FOGGIA ATL. LEGGERA,60Hs H106,https://www.fidal.it/risultati/2024/REG33817/Risultati/Gara020.html
8.53,SABATIELLO Michele,PM,2002,BA091 ADEN EXPRIVIA DAI OPTICAL MOLF,60Hs H106,https://www.fidal.it/risultati/2024/REG33817/Risultati/Gara020.html
8.59,DI DONATO Emanuele,SM,1999,CH173 A.S.D. PIETRO MENNEA ATLETICA,60Hs H106,https://www.fidal.it/risultati/2024/REG33817/Risultati/Gara020.html
8.66,DI NOLA Salvatore,JM,2006,RM363 SSD NISSOLINO SPORT SRL ASU,60Hs H106,https://www.fidal.it/risultati/2024/REG33817/Risultati/Gara020.html
8.95,TIRABOSCHI Cristiano,PM,2004,BG795 BERGAMO STARS ATLETICA,60Hs H106,https://www.fidal.it/risultati/2024/REG33817/Risultati/Gara020.html
9.51,COSTOSI Lorenzo,SM,1999,RE105 G.S.SELF ATL. MONTANARI GRUZZA,60Hs H106,https://www.fidal.it/risultati/2024/REG33817/Risultati/Gara020.html
9.68,RICCI Gabriele,PM,2004,BO014 ATL. IMOLA SACMI AVIS,60Hs H106,https://www.fidal.it/risultati/2024/REG33817/Risultati/Gara020.html
8.10,DEL TORRE Riccardo,SM,1997,PN039 ATL BRUGNERA PN FRIULINTAGLI,60Hs H106,https://www.fidal.it/risultati/2024/REG33817/Risultati/Gara020.html
8.16,DI PANFILO Mattia,SM,1999,RM363 SSD NISSOLINO SPORT SRL ASU,60Hs H106,https://www.fidal.it/risultati/2024/REG33817/Risultati/Gara020.html
8.39,FALASCA Riccardo,SM,1997,TE138 ASD ATLETICA GRAN SASSO TERAMO,60Hs H106,https://www.fidal.it/risultati/2024/REG33817/Risultati/Gara020.html
8.41,ARCIDIACONO Daniele,PM,2004,FG202 U.S. FOGGIA ATL. LEGGERA,60Hs H106,https://www.fidal.it/risultati/2024/REG33817/Risultati/Gara020.html
8.47,FERRANTE Francesco,SM,1996,FI002 ATLETICA FIRENZE MARATHON S.S.,60Hs H106,https://www.fidal.it/risultati/2024/REG33817/Risultati/Gara020.html
8.55,SABATIELLO Michele,PM,2002,BA091 ADEN EXPRIVIA DAI OPTICAL MOLF,60Hs H106,https://www.fidal.it/risultati/2024/REG33817/Risultati/Gara020.html
8.58,CIOCCOLONI Claudio,SM,1996,RM555 A.S.D. ATLETICA FUTURA ROMA,60Hs H106,https://www.fidal.it/risultati/2024/REG33817/Risultati/Gara020.html
8.37,CARUGATI Alessandro,PM,2004,VA119 ATL. O.S.A. SARONNO LIB.,60Hs H106,https://www.fidal.it/risultati/2024/REG33700/Risultati/Gara202.html
8.61,PORCU Leonardo,PM,2002,MI080 ATL. RICCARDI MILANO 1946,60Hs H106,https://www.fidal.it/risultati/2024/REG33700/Risultati/Gara202.html
9.41,DEMICHELIS Simone,SM,1999,CN001 A.S.D. ATL. FOSSANO '75,60Hs H106,https://www.fidal.it/risultati/2024/REG33700/Risultati/Gara202.html
10.54,APARO Paolo,PM,2003,SR248 SIRACUSATLETICA,60Hs H106,https://www.fidal.it/risultati/2024/REG33700/Risultati/Gara202.html
8.17,SANTAHUHTA Pyry(I),SM,1999,ZZ002 FINLANDIA,60Hs H106,https://www.fidal.it/risultati/2024/REG33700/Risultati/Gara202.html
8.57,GOHO DISEYSSON Junior t,SM,2001,CO208 ATL. LECCO-COLOMBO COSTRUZ.,60Hs H106,https://www.fidal.it/risultati/2024/REG33700/Risultati/Gara202.html
8.60,CERRATO Andrea,SM,1999,CN001 A.S.D. ATL. FOSSANO '75,60Hs H106,https://www.fidal.it/risultati/2024/REG33700/Risultati/Gara202.html
8.82,GATTINONI Matteo,PM,2002,BS575 ATL. VIRTUS CASTENEDOLO,60Hs H106,https://www.fidal.it/risultati/2024/REG33700/Risultati/Gara202.html
8.91,BIANCHI Simone,PM,2004,BG003 ATL. BERGAMO 1959 ORIOCENTER,60Hs H106,https://www.fidal.it/risultati/2024/REG33700/Risultati/Gara202.html
8.1,SANTAHUHTA Pyry(I),SM,1999,ZZ002 FINLANDIA,60Hs H106,https://www.fidal.it/risultati/2024/REG33700/Risultati/Gara202.html
8.26,CARUGATI Alessandro,PM,2004,VA119 ATL. O.S.A. SARONNO LIB.,60Hs H106,https://www.fidal.it/risultati/2024/REG33700/Risultati/Gara202.html
8.38,GOHO DISEYSSON Junior t,SM,2001,CO208 ATL. LECCO-COLOMBO COSTRUZ.,60Hs H106,https://www.fidal.it/risultati/2024/REG33700/Risultati/Gara202.html
8.46,PORCU Leonardo,PM,2002,MI080 ATL. RICCARDI MILANO 1946,60Hs H106,https://www.fidal.it/risultati/2024/REG33700/Risultati/Gara202.html
8.54,CERRATO Andrea,SM,1999,CN001 A.S.D. ATL. FOSSANO '75,60Hs H106,https://www.fidal.it/risultati/2024/REG33700/Risultati/Gara202.html
8.66,GATTINONI Matteo,PM,2002,BS575 ATL. VIRTUS CASTENEDOLO,60Hs H106,https://www.fidal.it/risultati/2024/REG33700/Risultati/Gara202.html
8.71,BIANCHI Simone,PM,2004,BG003 ATL. BERGAMO 1959 ORIOCENTER,60Hs H106,https://www.fidal.it/risultati/2024/REG33700/Risultati/Gara202.html
9.29,DEMICHELIS Simone,SM,1999,CN001 A.S.D. ATL. FOSSANO '75,60Hs H106,https://www.fidal.it/risultati/2024/REG33700/Risultati/Gara202.html
10.18,APARO Paolo,PM,2003,SR248 SIRACUSATLETICA,60Hs H106,https://www.fidal.it/risultati/2024/REG33700/Risultati/Gara202.html
8.75,BIANCHI Simone,PM,2004,BG003 ATL. BERGAMO 1959 ORIOCENTER,60Hs H106,https://www.fidal.it/risultati/2024/REG33700/Risultati/Gara206.html
7.91,GIACALONE Nicolo',SM,1997,VE471 ASD ATLETICA BIOTEKNA,60Hs H106,https://www.fidal.it/risultati/2024/COD11603/Risultati/Gara020.html
8.00,DENTATO Damiano,PM,2004,RI223 ATL.STUD. RIETI ANDREA MILARDI,60Hs H106,https://www.fidal.it/risultati/2024/COD11603/Risultati/Gara020.html
8.01,DESTER Dario,SM,2000,BO011 C.S. CARABINIERI SEZ. ATLETICA,60Hs H106,https://www.fidal.it/risultati/2024/COD11603/Risultati/Gara020.html
8.18,DI PANFILO Mattia,SM,1999,RM363 SSD NISSOLINO SPORT SRL ASU,60Hs H106,https://www.fidal.it/risultati/2024/COD11603/Risultati/Gara020.html
8.20,BENUZZI Enrico,PM,2002,BO506 A.S.D. PONTEVECCHIO BOLOGNA,60Hs H106,https://www.fidal.it/risultati/2024/COD11603/Risultati/Gara020.html
7.85,TOGNI Matteo,JM,2006,BG795 BERGAMO STARS ATLETICA,60Hs H106,https://www.fidal.it/risultati/2024/COD11603/Risultati/Gara020.html
7.85,NAIDON Lorenzo,SM,1999,RM056 G.A. FIAMME GIALLE,60Hs H106,https://www.fidal.it/risultati/2024/COD11603/Risultati/Gara020.html
7.88,FILPI Giuseppe,SM,2001,BA754 G.S. AVIS BARLETTA A.S.D.,60Hs H106,https://www.fidal.it/risultati/2024/COD11603/Risultati/Gara020.html
7.98,GHEDINA Vittorio,PM,2004,MI770 ATLETICA MENEGHINA,60Hs H106,https://www.fidal.it/risultati/2024/COD11603/Risultati/Gara020.html
8.17,ROSSI Ernesto,PM,2004,TR024 ASS.ATL.LIBERTAS ORVIETO,60Hs H106,https://www.fidal.it/risultati/2024/COD11603/Risultati/Gara020.html
8.52,SARGENTI Andrea,SM,1994,TR024 ASS.ATL.LIBERTAS ORVIETO,60Hs H106,https://www.fidal.it/risultati/2024/COD11603/Risultati/Gara020.html
7.79,TOGNI Matteo,JM,2006,BG795 BERGAMO STARS ATLETICA,60Hs H106,https://www.fidal.it/risultati/2024/COD11603/Risultati/Gara020.html
7.84,GIACALONE Nicolo',SM,1997,VE471 ASD ATLETICA BIOTEKNA,60Hs H106,https://www.fidal.it/risultati/2024/COD11603/Risultati/Gara020.html
7.91,DENTATO Damiano,PM,2004,RI223 ATL.STUD. RIETI ANDREA MILARDI,60Hs H106,https://www.fidal.it/risultati/2024/COD11603/Risultati/Gara020.html
8.08,GHEDINA Vittorio,PM,2004,MI770 ATLETICA MENEGHINA,60Hs H106,https://www.fidal.it/risultati/2024/COD11603/Risultati/Gara020.html
7.94,DESTER Dario,SM,2000,BO011 C.S. CARABINIERI SEZ. ATLETICA,60Hs H106,https://www.fidal.it/risultati/2024/COD11603/Risultati/Gara020.html
8.16,BENUZZI Enrico,PM,2002,BO506 A.S.D. PONTEVECCHIO BOLOGNA,60Hs H106,https://www.fidal.it/risultati/2024/COD11603/Risultati/Gara020.html
8.16,DI PANFILO Mattia,SM,1999,RM363 SSD NISSOLINO SPORT SRL ASU,60Hs H106,https://www.fidal.it/risultati/2024/COD11603/Risultati/Gara020.html
8.24,ROSSI Ernesto,PM,2004,TR024 ASS.ATL.LIBERTAS ORVIETO,60Hs H106,https://www.fidal.it/risultati/2024/COD11603/Risultati/Gara020.html
8.54,SARGENTI Andrea,SM,1994,TR024 ASS.ATL.LIBERTAS ORVIETO,60Hs H106,https://www.fidal.it/risultati/2024/COD11603/Risultati/Gara020.html
